G:\Code\DarkSoulsMods\soulstruct-git\venv\Scripts\python.exe G:/Code/DarkSoulsMods/soulstruct-git/soulstruct/__main__.py
FOG_BANK 0 | s16 | s16 | fogBeginZ | 開始距離[m] | フォグの開始距離です
ITEMLOT_PARAM_ST 63 | ITEMLOT_CUMULATE_RESET | u16 | cumulateReset04:1 | 累積リセット | 累積リセットするか
ITEMLOT_PARAM_ST 64 | ITEMLOT_CUMULATE_RESET | u16 | cumulateReset05:1 | 累積リセット | 累積リセットするか
ITEMLOT_PARAM_ST 65 | ITEMLOT_CUMULATE_RESET | u16 | cumulateReset06:1 | 累積リセット | 累積リセットするか
ITEMLOT_PARAM_ST 66 | ITEMLOT_CUMULATE_RESET | u16 | cumulateReset07:1 | 累積リセット | 累積リセットするか
ITEMLOT_PARAM_ST 67 | ITEMLOT_CUMULATE_RESET | u16 | cumulateReset08:1 | 累積リセット | 累積リセットするか
KNOCKBACK_PARAM_ST 0 | f32 | f32 | damage_Min_ContTime | 極小ダメージ_速度維持時間[s] | 極小ダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 1 | f32 | f32 | damage_S_ContTime | 小ダメージ_速度維持時間[s] | 小ダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 2 | f32 | f32 | damage_M_ContTime | 中ダメージ_速度維持時間[s] | 中ダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 3 | f32 | f32 | damage_L_ContTime | 大ダメージ_速度維持時間[s] | 大ダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 4 | f32 | f32 | damage_BlowS_ContTime | 小吹っ飛び_速度維持時間[s] | 小吹っ飛びダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 5 | f32 | f32 | damage_BlowM_ContTime | 大吹っ飛び_速度維持時間[s] | 大吹っ飛びダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 6 | f32 | f32 | damage_Strike_ContTime | 叩きつけ_速度維持時間[s] | 叩きつけダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 7 | f32 | f32 | damage_Uppercut_ContTime | 打ち上げ_速度維持時間[s] | 打ち上げダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 8 | f32 | f32 | damage_Push_ContTime | プッシュ_速度維持時間[s] | プッシュダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 9 | f32 | f32 | damage_Breath_ContTime | ブレス_速度維持時間[s] | ブレスダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 10 | f32 | f32 | damage_HeadShot_ContTime | ヘッドショット_速度維持時間[s] | ヘッドショットダメージアニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 11 | f32 | f32 | guard_S_ContTime | ガード受け小_速度維持時間[s] | ガード受け小アニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 12 | f32 | f32 | guard_L_ContTime | ガード受け大_速度維持時間[s] | ガード受け大アニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 13 | f32 | f32 | guard_LL_ContTime | ガード受け特大_速度維持時間[s] | ガード受け特大アニメの時に使用される維持時間を設定
KNOCKBACK_PARAM_ST 14 | f32 | f32 | guardBrake_ContTime | ガードくずされ_速度維持時間[s] | ガードくずされアニメの時に仕様される維持時間を設定
KNOCKBACK_PARAM_ST 15 | f32 | f32 | damage_Min_DecTime | 極小ダメージ_減速時間[s] | 極小ダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 16 | f32 | f32 | damage_S_DecTime | 小ダメージ_減速時間[s] | 小ダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 17 | f32 | f32 | damage_M_DecTime | 中ダメージ_減速時間[s] | 中ダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 18 | f32 | f32 | damage_L_DecTime | 大ダメージ_減速時間[s] | 大ダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 19 | f32 | f32 | damage_BlowS_DecTime | 小吹っ飛び_減速時間[s] | 小吹っ飛びダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 20 | f32 | f32 | damage_BlowM_DecTime | 大吹っ飛び_減速時間[s] | 大吹っ飛びダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 21 | f32 | f32 | damage_Strike_DecTime | 叩きつけ_減速時間[s] | 叩きつけダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 22 | f32 | f32 | damage_Uppercut_DecTime | 打ち上げ_減速時間[s] | 打ち上げダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 23 | f32 | f32 | damage_Push_DecTime | プッシュ_減速時間[s] | プッシュダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 24 | f32 | f32 | damage_Breath_DecTime | ブレス_減速時間[s] | ブレスダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 25 | f32 | f32 | damage_HeadShot_DecTime | ヘッドショット_減速時間[s] | ヘッドショットダメージアニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 26 | f32 | f32 | guard_S_DecTime | ガード受け小_減速時間[s] | ガード受け小アニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 27 | f32 | f32 | guard_L_DecTime | ガード受け大_減速時間[s] | ガード受け大アニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 28 | f32 | f32 | guard_LL_DecTime | ガード受け特大_減速時間[s] | ガード受け特大アニメの時に使用される減速時間を設定
KNOCKBACK_PARAM_ST 29 | f32 | f32 | guardBrake_DecTime | ガードくずされ_減速時間[s] | ガードくずされアニメの時に仕様される減速時間を設定
KNOCKBACK_PARAM_ST 30 | dummy8 | dummy8 | pad[8] | pading | 
LOCK_CAM_PARAM_ST 0 | f32 | f32 | camDistTarget | カメラ距離目標[m] | カメラ用
LOCK_CAM_PARAM_ST 1 | f32 | f32 | rotRangeMinX | X軸回転最小値[deg] | カメラ用
LOCK_CAM_PARAM_ST 2 | f32 | f32 | lockRotXShiftRatio | ロックX回転シフト率(0.0〜1.0) | カメラ用
LOCK_CAM_PARAM_ST 3 | f32 | f32 | chrOrgOffset_Y | キャラ基点オフセット(キャラ空間) | カメラ用
LOCK_CAM_PARAM_ST 4 | f32 | f32 | chrLockRangeMaxRadius | キャラ範囲最大半径[m] | ロック用
LOCK_CAM_PARAM_ST 5 | f32 | f32 | camFovY | 縦画角[deg] | カメラ用
LOCK_CAM_PARAM_ST 6 | dummy8 | dummy8 | pad[8] | パディング | 
MAGIC_PARAM_ST 0 | s32 | s32 | yesNoDialogMessageId | Yes/NoダイアログメッセージID | 魔法使用時に出すYes/NoダイアログのメッセージID
MAGIC_PARAM_ST 1 | s32 | s32 | limitCancelSpEffectId | 使用制限から外れる特殊効果ID | 指定した特殊効果IDが発動している時は使用制限を無視できる
MAGIC_PARAM_ST 2 | s16 | s16 | sortId | SortID | ソートID(-1:集めない)
MAGIC_PARAM_ST 3 | s16 | s16 | refId | 呼び出しID | 魔法から呼び出すID
MAGIC_PARAM_ST 4 | s16 | s16 | mp | 消費MP | 消費MP
MAGIC_PARAM_ST 5 | s16 | s16 | stamina | 消費スタミナ | 消費スタミナ
MAGIC_PARAM_ST 6 | s16 | s16 | iconId | アイコンID | アイコンを指定　＞メニュー用
MAGIC_PARAM_ST 7 | s16 | s16 | behaviorId | 行動ID | 行動IDを設定する
MAGIC_PARAM_ST 8 | s16 | s16 | mtrlItemId | 必要アイテムID | 購入に必要なアイテムID
MAGIC_PARAM_ST 9 | s16 | s16 | replaceMagicId | 差し替える魔法ID | 状態変化一致時に差し替えるID(-1:無効)
MAGIC_PARAM_ST 10 | s16 | s16 | maxQuantity | 最大個数 | １個当たりの個数(-1:無限)
MAGIC_PARAM_ST 11 | u8 | u8 | heroPoint | 消費人間性 | 消費人間性
MAGIC_PARAM_ST 12 | u8 | u8 | overDexterity | 技量オーバー開始値 | 技量オーバー開始値
MAGIC_PARAM_ST 13 | s8 | s8 | sfxVariationId | SFXバリエーションID | ＳＦＸのバリエーションを指定（TimeActEditorのＩＤと組み合わせて、ＳＦＸを特定するのに使用する）
MAGIC_PARAM_ST 14 | u8 | u8 | slotLength | 必要スロット | 装備に必要なスロット数 ＞メニュー用
MAGIC_PARAM_ST 15 | u8 | u8 | requirementIntellect | 装備条件【知力】 | PCの知力がこれ以上無いと装備できない
MAGIC_PARAM_ST 16 | u8 | u8 | requirementFaith | 装備条件【理力】 | PCの理力がこれ以上無いと装備できない
MAGIC_PARAM_ST 17 | u8 | u8 | analogDexiterityMin | アナログ最低技量 | モーションキャンセルアナログ化：最低技量値
MAGIC_PARAM_ST 18 | u8 | u8 | analogDexiterityMax | アナログ最大技量 | モーションキャンセルアナログ化：最高技量値
MAGIC_PARAM_ST 19 | MAGIC_CATEGORY | u8 | ezStateBehaviorType | カテゴリ | 並べ替えに使用　＞メニュー用
MAGIC_PARAM_ST 20 | BEHAVIOR_REF_TYPE | u8 | refCategory | IDカテゴリ | ↓のIDのカテゴリ[攻撃、飛び道具、特殊]
MAGIC_PARAM_ST 21 | BEHAVIOR_CATEGORY | u8 | spEffectCategory | 特殊効果カテゴリ | スキルや、魔法、アイテムなどで、パラメータが変動する効果（エンチャントウェポンなど）があるので、│定した効果が、「武器攻撃のみをパワーアップする」といった効果に対応できるように行動ごとに設定するバリスタなど、設定の必要のないものは「なし」を設定する

MAGIC_PARAM_ST 22 | MAGIC_MOTION_TYPE | u8 | refType | モーションカテゴリ | モーションを指定　＞EzState用
MAGIC_PARAM_ST 23 | GOODS_OPEN_MENU | u8 | opmeMenuType | 使用時メニュータイプ | 魔法使用時に出すメニュータイプ
MAGIC_PARAM_ST 24 | SP_EFFECT_TYPE | u8 | hasSpEffectType | どの常態か？ | 魔法IDを差し替える必要がある状態変化を指定
MAGIC_PARAM_ST 25 | REPLACE_CATEGORY | u8 | replaceCategory | 差し替えカテゴリ | 魔法IDを差し替える時の追加条件
MAGIC_PARAM_ST 26 | SP_EFFECT_USELIMIT_CATEGORY | u8 | useLimitCategory | 特殊効果カテゴリによる使用制限 | 特殊効果によって使用可能かどうかを制御する為に指定
MAGIC_PARAM_ST 27 | MAGIC_BOOL | u8 | vowType0:1 | 誓約0 | 誓約0
MAGIC_PARAM_ST 28 | MAGIC_BOOL | u8 | vowType1:1 | 誓約1 | 誓約1
MAGIC_PARAM_ST 29 | MAGIC_BOOL | u8 | vowType2:1 | 誓約2 | 誓約2
MAGIC_PARAM_ST 30 | MAGIC_BOOL | u8 | vowType3:1 | 誓約3 | 誓約3
MAGIC_PARAM_ST 31 | MAGIC_BOOL | u8 | vowType4:1 | 誓約4 | 誓約4
MAGIC_PARAM_ST 32 | MAGIC_BOOL | u8 | vowType5:1 | 誓約5 | 誓約5
MAGIC_PARAM_ST 33 | MAGIC_BOOL | u8 | vowType6:1 | 誓約6 | 誓約6
MAGIC_PARAM_ST 34 | MAGIC_BOOL | u8 | vowType7:1 | 誓約7 | 誓約7
MAGIC_PARAM_ST 35 | MAGIC_BOOL | u8 | enable_multi:1 | マルチでも使用可能か | マルチでも使用できるか。シングル、マルチ両方で使える
MAGIC_PARAM_ST 36 | MAGIC_BOOL | u8 | enable_multi_only:1 | マルチ専用か | マルチ専用か。シングルのときには使えない。マルチのときは使える。
MAGIC_PARAM_ST 37 | MAGIC_BOOL | u8 | isEnchant:1 | エンチャントか | エンチャントする魔法か
MAGIC_PARAM_ST 38 | MAGIC_BOOL | u8 | isShieldEnchant:1 | 盾エンチャントか | ガード・盾エンチャントする魔法か
MAGIC_PARAM_ST 39 | MAGIC_BOOL | u8 | enable_live:1 | 生存使用可 | 生存キャラが使用可能か
MAGIC_PARAM_ST 40 | MAGIC_BOOL | u8 | enable_gray:1 | グレイ使用可 | グレイキャラが使用可能か
MAGIC_PARAM_ST 41 | MAGIC_BOOL | u8 | enable_white:1 | 白使用可 | 白ゴーストキャラが使用可能か
MAGIC_PARAM_ST 42 | MAGIC_BOOL | u8 | enable_black:1 | 黒使用可 | 黒ゴーストキャラが使用可能か
MAGIC_PARAM_ST 43 | MAGIC_BOOL | u8 | disableOffline:1 | オフラインで使用不可か | オフラインで使用不可か
MAGIC_PARAM_ST 44 | MAGIC_BOOL | u8 | castResonanceMagic:1 | 共鳴魔法配信するか | 共鳴魔法配信するか
MAGIC_PARAM_ST 45 | dummy8 | dummy8 | pad_1:6 | pading | 
MAGIC_PARAM_ST 46 | MAGIC_BOOL | u8 | vowType8:1 | 誓約8 | 誓約8
MAGIC_PARAM_ST 47 | MAGIC_BOOL | u8 | vowType9:1 | 誓約9 | 誓約9
MAGIC_PARAM_ST 48 | MAGIC_BOOL | u8 | vowType10:1 | 誓約10 | 誓約10
MAGIC_PARAM_ST 49 | MAGIC_BOOL | u8 | vowType11:1 | 誓約11 | 誓約11
MAGIC_PARAM_ST 50 | MAGIC_BOOL | u8 | vowType12:1 | 誓約12 | 誓約12
MAGIC_PARAM_ST 51 | MAGIC_BOOL | u8 | vowType13:1 | 誓約13 | 誓約13
MAGIC_PARAM_ST 52 | MAGIC_BOOL | u8 | vowType14:1 | 誓約14 | 誓約14
MAGIC_PARAM_ST 53 | MAGIC_BOOL | u8 | vowType15:1 | 誓約15 | 誓約15
MAGIC_PARAM_ST 54 | dummy8 | dummy8 | pad[2] | pading | 
MENU_PARAM_COLOR_TABLE_ST 0 | u8 | u8 | r | 赤色 | カラーテーブルの赤色
MENU_PARAM_COLOR_TABLE_ST 1 | u8 | u8 | g | 緑色 | カラーテーブルの緑
MENU_PARAM_COLOR_TABLE_ST 2 | u8 | u8 | b | 青色 | カラーテーブルの青
MENU_PARAM_COLOR_TABLE_ST 3 | u8 | u8 | a | アルファ | カラーテーブルのアルファ
MOVE_PARAM_ST 0 | s32 | s32 | stayId | 待機 | 待機
MOVE_PARAM_ST 1 | s32 | s32 | walkF | 歩行 前 | 歩行 前
MOVE_PARAM_ST 2 | s32 | s32 | walkB | 歩行 後 | 歩行 後
MOVE_PARAM_ST 3 | s32 | s32 | walkL | 歩行 左 | 歩行 左
MOVE_PARAM_ST 4 | s32 | s32 | walkR | 歩行 右 | 歩行 右
MOVE_PARAM_ST 5 | s32 | s32 | dashF | 走行 前 | 走行 前
MOVE_PARAM_ST 6 | s32 | s32 | dashB | 走行 後 | 走行 後
MOVE_PARAM_ST 7 | s32 | s32 | dashL | 走行 左 | 走行 左
MOVE_PARAM_ST 8 | s32 | s32 | dashR | 走行 右 | 走行 右
MOVE_PARAM_ST 9 | s32 | s32 | superDash | ダッシュ移動 | ダッシュ移動
MOVE_PARAM_ST 10 | s32 | s32 | escapeF | 緊急回避 前 | 緊急回避 前
MOVE_PARAM_ST 11 | s32 | s32 | escapeB | 緊急回避 後 | 緊急回避 後
MOVE_PARAM_ST 12 | s32 | s32 | escapeL | 緊急回避 左 | 緊急回避 左
MOVE_PARAM_ST 13 | s32 | s32 | escapeR | 緊急回避 右 | 緊急回避 右
MOVE_PARAM_ST 14 | s32 | s32 | turnL | 90度旋回 左 | 90度旋回 左
MOVE_PARAM_ST 15 | s32 | s32 | trunR | 90度旋回 右 | 90度旋回 右
MOVE_PARAM_ST 16 | s32 | s32 | largeTurnL | 180度旋回 左 | 180度旋回 左
MOVE_PARAM_ST 17 | s32 | s32 | largeTurnR | 180度旋回 右 | 180度旋回 右
MOVE_PARAM_ST 18 | s32 | s32 | stepMove | ステップ移動 | 180度旋回 右
MOVE_PARAM_ST 19 | s32 | s32 | flyStay | 飛行待機 | 飛行待機
MOVE_PARAM_ST 20 | s32 | s32 | flyWalkF | 飛行前進 | 飛行前進
MOVE_PARAM_ST 21 | s32 | s32 | flyWalkFL | 飛行左前進 | 飛行左前進。低回転
MOVE_PARAM_ST 22 | s32 | s32 | flyWalkFR | 飛行右前進 | 飛行右前進。低回転
MOVE_PARAM_ST 23 | s32 | s32 | flyWalkFL2 | 飛行左前進2 | 飛行左前進2。高回転
MOVE_PARAM_ST 24 | s32 | s32 | flyWalkFR2 | 飛行右前進2 | 飛行右前進2。高回転
MOVE_PARAM_ST 25 | s32 | s32 | flyDashF | 高速飛行前進 | 高速飛行前進
MOVE_PARAM_ST 26 | s32 | s32 | flyDashFL | 高速飛行左前進 | 高速飛行左前進。低回転
MOVE_PARAM_ST 27 | s32 | s32 | flyDashFR | 高速飛行右前進 | 高速飛行右前進。低回転
MOVE_PARAM_ST 28 | s32 | s32 | flyDashFL2 | 高速飛行左前進2 | 高速飛行左前進2。高回転
MOVE_PARAM_ST 29 | s32 | s32 | flyDashFR2 | 高速飛行右前進2 | 高速飛行右前進2。高回転
MOVE_PARAM_ST 30 | s32 | s32 | dashEscapeF | ダッシュ緊急回避前 | ダッシュ緊急回避前
MOVE_PARAM_ST 31 | s32 | s32 | dashEscapeB | ダッシュ緊急回避後 | ダッシュ緊急回避後
MOVE_PARAM_ST 32 | s32 | s32 | dashEscapeL | ダッシュ緊急回避左 | ダッシュ緊急回避左
MOVE_PARAM_ST 33 | s32 | s32 | dashEscapeR | ダッシュ緊急回避右 | ダッシュ緊急回避右
MOVE_PARAM_ST 34 | s32 | s32 | analogMoveParamId | アナログ移動パラＩＤ | 移動アニメブレンドで使用される移動アニメパラメータＩＤ
MOVE_PARAM_ST 35 | dummy8 | dummy8 | pad[4] | パディング | パディング
NPC_PARAM_ST 0 | s32 | s32 | behaviorVariationId | 行動バリエーションID | 行動IDを算出するときに使用するバリエーションID.
NPC_PARAM_ST 1 | s32 | s32 | aiThinkId | AI思考ID | 使用するAI思考のID.
NPC_PARAM_ST 2 | s32 | s32 | nameId | NPC名ID | NPC名メッセージパラメータ用ID
NPC_PARAM_ST 3 | f32 | f32 | turnVellocity | 旋回速度[deg/sec] | 1秒間に旋回できる回転速度[度/秒].
NPC_PARAM_ST 4 | f32 | f32 | hitHeight | あたりの高さ[m] | 当たりカプセルの高さ.
NPC_PARAM_ST 5 | f32 | f32 | hitRadius | あたりの半径[m] | 当たりカプセルの半径.
NPC_PARAM_ST 6 | u32 | u32 | weight | 重量[kg] | 重量.
NPC_PARAM_ST 7 | f32 | f32 | hitYOffset | 表示位置Yオフセット[m] | モデル表示位置のY（高さ）方向のオフセット。あたり位置より浮かせることができる。
NPC_PARAM_ST 8 | u32 | u32 | hp | ＨＰ | 死亡猶予.
NPC_PARAM_ST 9 | u32 | u32 | mp | ＭＰ | 魔法使用量.
NPC_PARAM_ST 10 | u32 | u32 | getSoul | ソウル | 死亡時に、キャラクターが取得できるソウル量.
NPC_PARAM_ST 11 | s32 | s32 | itemLotId_1 | アイテム抽選ID_1 | 死亡時に取得するアイテムの抽選IDを指定
NPC_PARAM_ST 12 | s32 | s32 | itemLotId_2 | アイテム抽選ID_2 | 死亡時に取得するアイテムの抽選IDを指定
NPC_PARAM_ST 13 | s32 | s32 | itemLotId_3 | アイテム抽選ID_3 | 死亡時に取得するアイテムの抽選IDを指定
NPC_PARAM_ST 14 | s32 | s32 | itemLotId_4 | アイテム抽選ID_4 | 死亡時に取得するアイテムの抽選IDを指定
NPC_PARAM_ST 15 | s32 | s32 | itemLotId_5 | アイテム抽選ID_5 | 死亡時に取得するアイテムの抽選IDを指定
NPC_PARAM_ST 16 | s32 | s32 | itemLotId_6 | アイテム抽選ID_6 | 死亡時に取得するアイテムの抽選IDを指定
NPC_PARAM_ST 17 | s32 | s32 | humanityLotId | 人間性抽選ID | 死亡時に取得する人間性の抽選IDを指定
NPC_PARAM_ST 18 | s32 | s32 | spEffectID0 | 常駐特殊効果0 | 常駐特殊効果0
NPC_PARAM_ST 19 | s32 | s32 | spEffectID1 | 常駐特殊効果1 | 常駐特殊効果1
NPC_PARAM_ST 20 | s32 | s32 | spEffectID2 | 常駐特殊効果2 | 常駐特殊効果2
NPC_PARAM_ST 21 | s32 | s32 | spEffectID3 | 常駐特殊効果3 | 常駐特殊効果3
NPC_PARAM_ST 22 | s32 | s32 | spEffectID4 | 常駐特殊効果4 | 常駐特殊効果4
NPC_PARAM_ST 23 | s32 | s32 | spEffectID5 | 常駐特殊効果5 | 常駐特殊効果5
NPC_PARAM_ST 24 | s32 | s32 | spEffectID6 | 常駐特殊効果6 | 常駐特殊効果6
NPC_PARAM_ST 25 | s32 | s32 | spEffectID7 | 常駐特殊効果7 | 常駐特殊効果7
NPC_PARAM_ST 26 | s32 | s32 | GameClearSpEffectID | 周回ボーナス用特殊効果ＩＤ | 周回ボーナス用特殊効果ＩＤ
NPC_PARAM_ST 27 | f32 | f32 | physGuardCutRate | 物理攻撃カット率[％] | ガード時のダメージカット率を各攻撃ごとに設定
NPC_PARAM_ST 28 | f32 | f32 | magGuardCutRate | 魔法攻撃カット率[％] | ガード攻撃でない場合は、0を入れる
NPC_PARAM_ST 29 | f32 | f32 | fireGuardCutRate | 炎攻撃力カット率[％] | 炎攻撃をどれだけカットするか？
NPC_PARAM_ST 30 | f32 | f32 | thunGuardCutRate | 電撃攻撃力カット率[％] | 電撃攻撃をどれだけカットするか？
NPC_PARAM_ST 31 | s32 | s32 | animIdOffset | アニメIDオフセット1 | すべてのアニメをこの数だけずらしたIDで再生します。なければ元のアニメIDを参照します。
NPC_PARAM_ST 32 | s32 | s32 | moveAnimId | 移動アニメパラメータID | 移動アニメパラメータ参照ID
NPC_PARAM_ST 33 | s32 | s32 | spMoveAnimId1 | 特殊移動アニメパラメータID0 | 特殊移動アニメパラメータ参照ID
NPC_PARAM_ST 34 | s32 | s32 | spMoveAnimId2 | 特殊移動アニメパラメータID1 | 特殊移動アニメパラメータ参照ID
NPC_PARAM_ST 35 | f32 | f32 | networkWarpDist | ネットワークワープ判定距離[m/秒] | ネットワークの同期で、補完移動でなくワープさせる距離。スピードの速い人（exドラゴン)は長めにしてあげる必要がある。
NPC_PARAM_ST 36 | s32 | s32 | dbgBehaviorR1 | R1 | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 37 | s32 | s32 | dbgBehaviorL1 | L1 | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 38 | s32 | s32 | dbgBehaviorR2 | R2 | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 39 | s32 | s32 | dbgBehaviorL2 | L2 | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 40 | s32 | s32 | dbgBehaviorRL | □ | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 41 | s32 | s32 | dbgBehaviorRR | ○ | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 42 | s32 | s32 | dbgBehaviorRD | × | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 43 | s32 | s32 | dbgBehaviorRU | △ | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 44 | s32 | s32 | dbgBehaviorLL | ← | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 45 | s32 | s32 | dbgBehaviorLR | → | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 46 | s32 | s32 | dbgBehaviorLD | ↓ | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 47 | s32 | s32 | dbgBehaviorLU | ↑ | 行動パラメータツールからIDを登録し、行動を指定する.
NPC_PARAM_ST 48 | s32 | s32 | animIdOffset2 | アニメIDオフセット2 | すべてのアニメをこの数だけずらしたIDで再生します。なければアニメIDオフセット1のアニメIDを参照します。
NPC_PARAM_ST 49 | f32 | f32 | partsDamageRate1 | 部位1ダメージ倍率 | 部位1に対するダメージ処理に適応する倍率
NPC_PARAM_ST 50 | f32 | f32 | partsDamageRate2 | 部位2ダメージ倍率 | 部位2に対するダメージ処理に適応する倍率
NPC_PARAM_ST 51 | f32 | f32 | partsDamageRate3 | 部位3ダメージ倍率 | 部位3に対するダメージ処理に適応する倍率
NPC_PARAM_ST 52 | f32 | f32 | partsDamageRate4 | 部位4ダメージ倍率 | 部位4に対するダメージ処理に適応する倍率
NPC_PARAM_ST 53 | f32 | f32 | partsDamageRate5 | 部位5ダメージ倍率 | 部位5に対するダメージ処理に適応する倍率
NPC_PARAM_ST 54 | f32 | f32 | partsDamageRate6 | 部位6ダメージ倍率 | 部位6に対するダメージ処理に適応する倍率
NPC_PARAM_ST 55 | f32 | f32 | partsDamageRate7 | 部位7ダメージ倍率 | 部位7に対するダメージ処理に適応する倍率
NPC_PARAM_ST 56 | f32 | f32 | partsDamageRate8 | 部位8ダメージ倍率 | 部位8に対するダメージ処理に適応する倍率
NPC_PARAM_ST 57 | f32 | f32 | weakPartsDamageRate | 弱点部位ダメージ倍率 | 弱点部位に対するダメージ処理に適応する倍率
NPC_PARAM_ST 58 | f32 | f32 | superArmorRecoverCorrection | SA回復時間補正値 | スーパーアーマー回復時間用の補正値
NPC_PARAM_ST 59 | f32 | f32 | superArmorBrakeKnockbackDist | SAブレイク時ノックバック距離 | SAブレイクの時だけに使えるノックバック距離
NPC_PARAM_ST 60 | u16 | u16 | stamina | スタミナ | スタミナ総量.
NPC_PARAM_ST 61 | u16 | u16 | staminaRecoverBaseVel | スタミナ回復基本速度[point/s] | スタミナ回復基本速度[point/s]
NPC_PARAM_ST 62 | u16 | u16 | def_phys | 物理防御力 | 物理攻撃に対するダメージ減少基本値.
NPC_PARAM_ST 63 | s16 | s16 | def_slash | 斬撃防御力[％] | 攻撃属性を見て、斬撃属性のときは、防御力を減少させる.
NPC_PARAM_ST 64 | s16 | s16 | def_blow | 打撃防御力[％] | 攻撃属性を見て、打撃属性のときは、防御力を減少させる.
NPC_PARAM_ST 65 | s16 | s16 | def_thrust | 刺突防御力[％] | 攻撃属性を見て、刺突属性のときは、防御力を減少させる.
NPC_PARAM_ST 66 | u16 | u16 | def_mag | 魔法防御力 | 魔法攻撃に対するダメージ減少基本値.
NPC_PARAM_ST 67 | u16 | u16 | def_fire | 炎防御力 | 炎攻撃に対するダメージ減少基本値.
NPC_PARAM_ST 68 | u16 | u16 | def_thunder | 電撃防御力 | 電撃攻撃に対するダメージ減少基本値.
NPC_PARAM_ST 69 | u16 | u16 | defFlickPower | はじき防御力 | 敵の攻撃のはじき判定に使用。//ガード以外の通常攻撃でもはじけるようにするためのものです.//硬い表皮の敵は、何もしなくてもはじかれることがある…みたいな感じ通常の敵なら関係ないです.
NPC_PARAM_ST 70 | u16 | u16 | resist_poison | 毒耐性 | 毒状態異常へのかかりにくさ
NPC_PARAM_ST 71 | u16 | u16 | resist_desease | 疫病耐性 | 疫病状態異常へのかかりにくさ
NPC_PARAM_ST 72 | u16 | u16 | resist_blood | 出血耐性 | 出血状態異常へのかかりにくさ
NPC_PARAM_ST 73 | u16 | u16 | resist_curse | 呪耐性 | 呪状態異常へのかかりにくさ
NPC_PARAM_ST 74 | s16 | s16 | ghostModelId | 徘徊ゴースト時差し替えモデルID | 徘徊ゴースト化したときの差し替えモデル、テクスチャID
NPC_PARAM_ST 75 | s16 | s16 | normalChangeResouceId | 通常時差し替えリソースID | 通常時のリソースID差し替え（むやみに使わないこと）
NPC_PARAM_ST 76 | s16 | s16 | guardAngle | ガード範囲[deg] | 武器のガード時の防御発生範囲角度.保留中
NPC_PARAM_ST 77 | s16 | s16 | slashGuardCutRate | 斬撃攻撃カット率[％] | 攻撃タイプを見て、斬撃属性のダメージを何％カットするか？を指定
NPC_PARAM_ST 78 | s16 | s16 | blowGuardCutRate | 打撃攻撃カット率[％] | 攻撃タイプを見て、打撃属性のダメージを何％カットするか？を指定
NPC_PARAM_ST 79 | s16 | s16 | thrustGuardCutRate | 刺突攻撃カット率[％] | 攻撃タイプを見て、刺突属性のダメージを何％カットするか？を指定
